1;Acura
2;Agrale
3;Alfa Romeo
4;AM Gen
5;Asia Motors
6;ASTON MARTIN
7;Audi
8;Baby
9;BMW
10;BRM
11;Bugre
12;Cadillac
13;CBT Jipe
14;CHANA
15;CHANGAN
16;CHERY
17;Chrysler
18;Citroën
19;Cross Lander
20;Daewoo
21;Daihatsu
22;Dodge
23;EFFA
24;Engesa
25;Envemo
26;Ferrari
27;Fiat
28;Fibravan
29;Ford
30;FOTON
31;Fyber
32;KIA Motors
